Jahr,Profs,Drittmitteleinnahmen,Grundmittel,THDummy,Mitarbeiter,DiplBaMa,ExzDreiFLDummy_U,ExzGefoerdertDummy_U,StudierendeGesamt,Zitationen,Publikationen,Exz_EC1_FJ,Exz_EC2_FJ,Exz_GS1_FJ,Exz_GS2_FJ,Exz_gefoerdert_FJ,Linien_UJ,Reputation,InstIDFinanzen,DM_DFG_Mittel,LuFid,EinheitlicheID,Fachgruppe,BundeslandID
1998,45,7632.248688811639,13744.0127118085,0,161,1214,nicht gefördert,nicht gefördert,1276,110,18,0,0,0,0,0,,0,120,5678.571428821556,31,113,126,141
1998,0,,,0,0,,nicht gefördert,nicht gefördert,,1,1,0,0,0,0,0,,0,120,5678.571428821556,45,113,131,141
1998,,,,0,,0,nicht gefördert,nicht gefördert,0,1,0,0,0,0,0,0,,0,120,5678.571428821556,40,113,126,141
1998,40,1871.084812936197,11594.76076825687,0,69,722,nicht gefördert,nicht gefördert,750,81,10,0,0,0,0,0,,0,120,5678.571428821556,15,113,126,141
1998,8,0,798.5892239987934,0,6,117,nicht gefördert,nicht gefördert,117,1,0,0,0,0,0,0,,0,120,5678.571428821556,3,113,131,141
1998,,,,,,,,,,,,0,0,0,0,0,,0,120,5678.571428821556,54,113,,
1998,0,0,0,0,9,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5678.571428821556,26,113,126,141
1998,,,,,,,,,,,,0,0,0,0,0,,0,120,5678.571428821556,9,113,,
1998,16,768.1551834500589,5476.909937150263,0,44,291,nicht gefördert,nicht gefördert,333,517,58,0,0,0,0,0,,0,120,5678.571428821556,13,113,128,141
1998,,,,,,,,,,,,0,0,0,0,0,,0,120,5678.571428821556,53,113,,
1998,0,,,0,2,,nicht gefördert,nicht gefördert,,1,1,0,0,0,0,0,,0,120,5678.571428821556,7,113,131,141
1998,3,48.69446487797521,537.4651560906514,0,5,,nicht gefördert,nicht gefördert,,6,2,0,0,0,0,0,,0,120,5678.571428821556,39,113,131,141
1998,18,1280.664426290748,4865.794402931672,0,48,179,nicht gefördert,nicht gefördert,210,626,65,0,0,0,0,0,,0,120,5678.571428821556,37,113,128,141
1998,4,0,691.461401267248,0,4,0,nicht gefördert,nicht gefördert,165,1,1,0,0,0,0,0,,0,120,5678.571428821556,27,113,131,141
1998,2,38.34689109140548,119.3014389510393,0,1,0,nicht gefördert,nicht gefördert,1,57,0,0,0,0,0,0,,0,120,5678.571428821556,12,113,128,141
1998,9,364.5998057738394,1580.74406610127,0,4,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,120,5678.571428821556,30,113,125,141
1998,,,,,,,,,,,,0,0,0,0,0,,0,120,5678.571428821556,1,113,,
1998,2,.6086808109746902,377.3821028043079,0,2,0,nicht gefördert,nicht gefördert,61,0,0,0,0,0,0,0,,0,120,5678.571428821556,24,113,127,141
1998,0,0,24.34723243898761,0,2,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5678.571428821556,14,113,127,141
1998,26,437.0328222798275,3865.123149689282,0,39,181,nicht gefördert,nicht gefördert,528,144,28,0,0,0,0,0,,0,120,5678.571428821556,32,113,128,141
1999,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,28,113,131,141
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,47,113,,
1999,48,7849.086720529966,14640.49508864809,0,123,1098,nicht gefördert,nicht gefördert,1147,105,20,0,0,0,0,0,,0,120,5694.67455275325,31,113,126,141
1999,3,1.21015829795405,381.8049430045027,0,2,0,nicht gefördert,nicht gefördert,58,0,0,0,0,0,0,0,,0,120,5694.67455275325,24,113,127,141
1999,0,0,24.20316595908099,0,2,,nicht gefördert,nicht gefördert,,3,0,0,0,0,0,0,,0,120,5694.67455275325,38,113,129,141
1999,16,989.3044085774355,5036.678836084755,0,46,268,nicht gefördert,nicht gefördert,307,570,60,0,0,0,0,0,,0,120,5694.67455275325,13,113,128,141
1999,1,0,560.9083711017021,0,2,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,11,113,127,141
1999,18,5983.627704233799,7967.077154580484,0,118,1743,nicht gefördert,nicht gefördert,1798,107,20,0,0,0,0,0,,0,120,5694.67455275325,25,113,128,141
1999,6,18.15237446931075,1190.795765186785,0,4,506,nicht gefördert,nicht gefördert,562,0,0,0,0,0,0,0,,0,120,5694.67455275325,20,113,128,141
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,51,113,,
1999,1,55.66728170588627,593.5826451464613,0,6,0,nicht gefördert,nicht gefördert,6,3,1,0,0,0,0,0,,0,120,5694.67455275325,48,113,129,141
1999,,0,25.41332425703504,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,42,113,129,141
1999,3,0,385.4354178983648,0,2,0,nicht gefördert,nicht gefördert,79,1,0,0,0,0,0,0,,0,120,5694.67455275325,18,113,131,141
1999,2,0,149.4545497973251,0,2,0,nicht gefördert,nicht gefördert,1,58,1,0,0,0,0,0,,0,120,5694.67455275325,12,113,128,141
1999,3,61.1129940466795,525.8137804610345,0,8,,nicht gefördert,nicht gefördert,,12,0,0,0,0,0,0,,0,120,5694.67455275325,39,113,131,141
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,8,113,,
1999,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,7,113,131,141
1999,8,1025.00407836708,1420.120762649078,0,8,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,120,5694.67455275325,30,113,125,141
1999,2,3.025395744885124,908.8288817634912,0,5,63,nicht gefördert,nicht gefördert,149,0,0,0,0,0,0,0,,0,120,5694.67455275325,44,113,131,141
1999,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,45,113,131,141
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,55,113,,
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,46,113,,
1999,,,,0,,0,nicht gefördert,nicht gefördert,162,0,0,0,0,0,0,0,,0,120,5694.67455275325,41,113,129,141
1999,0,0,108.9142468158645,0,37,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,26,113,126,141
1999,1,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,52,113,126,141
1999,,0,79.26536851599025,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,50,113,131,141
1999,4,11.49650383056347,801.1247932455809,0,3,59,nicht gefördert,nicht gefördert,116,0,1,0,0,0,0,0,,0,120,5694.67455275325,34,113,127,141
1999,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,4,113,131,141
1999,28,1410.439496265445,5046.965181617364,0,58,2793,nicht gefördert,nicht gefördert,2915,8,3,0,0,0,0,0,,0,120,5694.67455275325,56,113,129,141
1999,4,593.5826451464612,1362.63824349626,0,13,147,nicht gefördert,nicht gefördert,320,0,0,0,0,0,0,0,,0,120,5694.67455275325,49,113,130,141
1999,,0,10.89142468158644,0,,,nicht gefördert,nicht gefördert,,1,0,0,0,0,0,0,,0,120,5694.67455275325,53,113,129,141
1999,,0,42.35554042839173,0,,0,nicht gefördert,nicht gefördert,72,0,0,0,0,0,0,0,,0,120,5694.67455275325,33,113,128,141
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,35,113,,
1999,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,9,113,126,141
1999,4,29.04379915089719,562.7236085486331,0,5,74,nicht gefördert,nicht gefördert,101,0,0,0,0,0,0,0,,0,120,5694.67455275325,36,113,131,141
1999,2,412.0589004533539,242.0316595908099,0,4,0,nicht gefördert,nicht gefördert,13,7,4,0,0,0,0,0,,0,120,5694.67455275325,16,113,125,141
1999,0,0,62.92823149361058,0,4,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,14,113,127,141
1999,4,294.6735455518111,1925.361852044893,0,13,315,nicht gefördert,nicht gefördert,985,0,0,0,0,0,0,0,,0,120,5694.67455275325,22,113,131,141
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,21,113,,
1999,11,217.2234144827519,1879.375836722639,0,6,0,nicht gefördert,nicht gefördert,0,9,1,0,0,0,0,0,,0,120,5694.67455275325,2,113,125,141
1999,5,4.840633191816198,834.4041464393172,0,4,97,nicht gefördert,nicht gefördert,181,0,0,0,0,0,0,0,,0,120,5694.67455275325,23,113,131,141
1999,8,0,850.1362043127198,0,7,121,nicht gefördert,nicht gefördert,121,0,1,0,0,0,0,0,,0,120,5694.67455275325,3,113,131,141
1999,3,10.89142468158644,183.3389821400385,0,1,0,nicht gefördert,nicht gefördert,166,0,0,0,0,0,0,0,,0,120,5694.67455275325,29,113,127,141
1999,0,0,7.260949787724298,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,5694.67455275325,6,113,126,141
1999,,0,281.9668834232935,0,,55,nicht gefördert,nicht gefördert,55,0,0,0,0,0,0,0,,0,120,5694.67455275325,10,113,131,141
1999,7,132.5123336259684,1664.572738835795,0,9,498,nicht gefördert,nicht gefördert,541,0,1,0,0,0,0,0,,0,120,5694.67455275325,17,113,131,141
1999,0,677.6886468542677,0,0,4,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,120,5694.67455275325,40,113,126,141
1999,6,0,1288.818587321063,0,10,170,nicht gefördert,nicht gefördert,404,0,0,0,0,0,0,0,,0,120,5694.67455275325,5,113,131,141
1999,19,1206.527823060188,4967.094733952397,0,45,175,nicht gefördert,nicht gefördert,210,797,95,0,0,0,0,0,,0,120,5694.67455275325,37,113,128,141
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,54,113,,
1999,43,2926.767843601869,10692.35364157301,0,78,645,nicht gefördert,nicht gefördert,670,91,14,0,0,0,0,0,,0,120,5694.67455275325,15,113,126,141
1999,,,,,,,,,,,,0,0,0,0,0,,0,120,5694.67455275325,1,113,,
1999,3,7.866028936701323,590.5572494015762,0,8,0,nicht gefördert,nicht gefördert,161,1,0,0,0,0,0,0,,0,120,5694.67455275325,27,113,131,141
1999,24,439.28746215732,4383.798434338545,0,34,159,nicht gefördert,nicht gefördert,480,139,20,0,0,0,0,0,,0,120,5694.67455275325,32,113,128,141
2000,7,1365.227538537459,1315.052509343347,0,13,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,120,6144.690784562614,30,113,125,141
2000,3,0,487.7479582125281,0,2,0,nicht gefördert,nicht gefördert,57,0,1,0,0,0,0,0,,0,120,6144.690784562614,18,113,131,141
2000,3,16.33605601668754,638.2730457948634,0,4,67,nicht gefördert,nicht gefördert,93,0,0,0,0,0,0,0,,0,120,6144.690784562614,36,113,131,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,21,113,,
2000,5,268.3780631312953,1784.13068925109,0,14,333,nicht gefördert,nicht gefördert,955,1,0,0,0,0,0,0,,0,120,6144.690784562614,22,113,131,141
2000,6,74.67911321914305,1673.278880566424,0,13,190,nicht gefördert,nicht gefördert,484,1,0,0,0,0,0,0,,0,120,6144.690784562614,5,113,131,141
2000,44,2228.704785133801,10345.39090313941,0,72,569,nicht gefördert,nicht gefördert,585,90,7,0,0,0,0,0,,0,120,6144.690784562614,15,113,126,141
2000,5,1.16686114404911,821.4702454105736,0,3,60,nicht gefördert,nicht gefördert,127,0,0,0,0,0,0,0,,0,120,6144.690784562614,34,113,127,141
2000,0,0,148.191365294237,0,2,,nicht gefördert,nicht gefördert,,2,0,0,0,0,0,0,,0,120,6144.690784562614,38,113,129,141
2000,18,1521.58693184004,4672.112020772637,0,49,169,nicht gefördert,nicht gefördert,195,801,98,0,0,0,0,0,,0,120,6144.690784562614,37,113,128,141
2000,5,54.84247377030818,835.4725791391629,0,4,511,nicht gefördert,nicht gefördert,568,0,0,0,0,0,0,0,,0,120,6144.690784562614,20,113,128,141
2000,,0,60.67677949055373,0,,0,nicht gefördert,nicht gefördert,66,0,0,0,0,0,0,0,,0,120,6144.690784562614,33,113,128,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,47,113,,
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,54,113,,
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,51,113,,
2000,26,527.4212371101978,4750.291717423927,0,35,153,nicht gefördert,nicht gefördert,455,172,22,0,0,0,0,0,,0,120,6144.690784562614,32,113,128,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,1,113,,
2000,3,255.5425905467552,327.8879814778001,0,4,0,nicht gefördert,nicht gefördert,15,6,2,0,0,0,0,0,,0,120,6144.690784562614,16,113,125,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,35,113,,
2000,3,42.00700118576797,399.0665112647957,0,2,0,nicht gefördert,nicht gefördert,150,0,0,0,0,0,0,0,,0,120,6144.690784562614,29,113,127,141
2000,0,0,18.66977830478576,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,6,113,126,141
2000,0,0,29.17152860122775,0,3,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,14,113,127,141
2000,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,9,113,126,141
2000,10,245.0408402503131,1697.782964591456,0,19,459,nicht gefördert,nicht gefördert,509,3,1,0,0,0,0,0,,0,120,6144.690784562614,17,113,131,141
2000,0,0,225.2042008014783,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,11,113,127,141
2000,0,0,589.2648777448006,0,1,0,nicht gefördert,nicht gefördert,3,5,1,0,0,0,0,0,,0,120,6144.690784562614,48,113,129,141
2000,,0,159.8599767347281,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,50,113,131,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,46,113,,
2000,5,450.4084016029565,1548.424738153169,0,10,155,nicht gefördert,nicht gefördert,315,0,0,0,0,0,0,0,,0,120,6144.690784562614,49,113,130,141
2000,1,0,210.0350059288398,0,0,,nicht gefördert,nicht gefördert,,43,2,0,0,0,0,0,,0,120,6144.690784562614,12,113,128,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,8,113,,
2000,9,232.2053676657729,1719.953326328389,0,7,0,nicht gefördert,nicht gefördert,0,10,1,0,0,0,0,0,,0,120,6144.690784562614,2,113,125,141
2000,,0,527.4212371101978,0,,,nicht gefördert,nicht gefördert,,11,1,0,0,0,0,0,,0,120,6144.690784562614,39,113,131,141
2000,3,0,376.8961495278626,0,2,0,nicht gefördert,nicht gefördert,57,2,0,0,0,0,0,0,,0,120,6144.690784562614,24,113,127,141
2000,16,1500.583431247156,4953.325556488472,0,56,280,nicht gefördert,nicht gefördert,317,555,38,0,0,0,0,0,,0,120,6144.690784562614,13,113,128,141
2000,0,,,0,1,0,nicht gefördert,nicht gefördert,142,0,0,0,0,0,0,0,,0,120,6144.690784562614,41,113,129,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,45,113,,
2000,0,,,0,2,,nicht gefördert,nicht gefördert,,1,0,0,0,0,0,0,,0,120,6144.690784562614,7,113,131,141
2000,,0,207.7012836407416,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,42,113,129,141
2000,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,4,113,131,141
2000,7,0,1046.674446212052,0,9,153,nicht gefördert,nicht gefördert,153,1,1,0,0,0,0,0,,0,120,6144.690784562614,3,113,131,141
2000,4,0,820.3033842665245,0,6,109,nicht gefördert,nicht gefördert,189,0,1,0,0,0,0,0,,0,120,6144.690784562614,23,113,131,141
2000,21,4919.486583311049,9169.194869937906,0,102,2035,nicht gefördert,nicht gefördert,2085,129,22,0,0,0,0,0,,0,120,6144.690784562614,25,113,128,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,53,113,,
2000,,0,282.3803968598847,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,28,113,131,141
2000,1,813.3022174022299,389.7316221124026,0,2,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,120,6144.690784562614,40,113,126,141
2000,,0,260.2100351229516,0,,125,nicht gefördert,nicht gefördert,125,0,0,0,0,0,0,0,,0,120,6144.690784562614,10,113,131,141
2000,1,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,52,113,126,141
2000,26,1589.264878194888,4978.996501657553,0,58,2894,nicht gefördert,nicht gefördert,3000,11,0,0,0,0,0,0,,0,120,6144.690784562614,56,113,129,141
2000,,,,,,,,,,,,0,0,0,0,0,,0,120,6144.690784562614,55,113,,
2000,0,0,107.3512252525181,0,11,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6144.690784562614,26,113,126,141
2000,4,31.50525088932597,703.6172698616134,0,7,0,nicht gefördert,nicht gefördert,142,0,1,0,0,0,0,0,,0,120,6144.690784562614,27,113,131,141
2000,44,8488.914822957277,13854.14236329509,0,146,1025,nicht gefördert,nicht gefördert,1062,154,21,0,0,0,0,0,,0,120,6144.690784562614,31,113,126,141
2000,3,9.334889152392881,855.3092185879979,0,3,67,nicht gefördert,nicht gefördert,160,1,0,0,0,0,0,0,,0,120,6144.690784562614,44,113,131,141
2001,,,,0,,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,120,6179.6338659296,55,113,129,141
2001,0,0,108.6956521502152,0,9,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,26,113,126,141
2001,5,1.144164759475949,907.3226542644275,0,6,102,nicht gefördert,nicht gefördert,185,2,1,0,0,0,0,0,,0,120,6179.6338659296,23,113,131,141
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,46,113,,
2001,3,105.2631578717873,838.6727686958708,0,7,502,nicht gefördert,nicht gefördert,548,0,0,0,0,0,0,0,,0,120,6179.6338659296,20,113,128,141
2001,,0,254.0045766036607,0,,5,nicht gefördert,nicht gefördert,5,1,0,0,0,0,0,0,,0,120,6179.6338659296,10,113,131,141
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,1,113,,
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,45,113,,
2001,,0,191.0755148324835,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,50,113,131,141
2001,6,0,1109.839816691671,0,10,161,nicht gefördert,nicht gefördert,161,0,0,0,0,0,0,0,,0,120,6179.6338659296,3,113,131,141
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,4,113,,
2001,,0,61.78489701170124,0,,0,nicht gefördert,nicht gefördert,62,0,0,0,0,0,0,0,,0,120,6179.6338659296,33,113,128,141
2001,9,680.7780318881897,2363.844393077311,0,9,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,120,6179.6338659296,30,113,125,141
2001,1,,,0,0,,nicht gefördert,nicht gefördert,,29,0,0,0,0,0,0,,0,120,6179.6338659296,21,113,128,141
2001,0,0,240.2745994899493,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,28,113,131,141
2001,3,0,384.4393591839189,0,2,0,nicht gefördert,nicht gefördert,57,1,0,0,0,0,0,0,,0,120,6179.6338659296,24,113,127,141
2001,16,1569.794050001002,5141.876429084914,0,49,182,nicht gefördert,nicht gefördert,202,1020,114,0,0,0,0,0,,0,120,6179.6338659296,37,113,128,141
2001,46,9345.537755399551,14058.35239968098,0,141,1069,nicht gefördert,nicht gefördert,1101,218,37,0,0,0,0,0,,0,120,6179.6338659296,31,113,126,141
2001,5,29.74828374637467,882.1510295559566,0,3,65,nicht gefördert,nicht gefördert,115,0,0,0,0,0,0,0,,0,120,6179.6338659296,34,113,127,141
2001,9,82.37986268226834,1843.249427515754,0,8,0,nicht gefördert,nicht gefördert,0,5,1,0,0,0,0,0,,0,120,6179.6338659296,2,113,125,141
2001,4,327.2311212101214,1754.004576276629,0,14,163,nicht gefördert,nicht gefördert,318,0,0,0,0,0,0,0,,0,120,6179.6338659296,49,113,130,141
2001,0,0,203.6613271867189,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,11,113,127,141
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,35,113,,
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,8,113,,
2001,2,274.5995422742278,217.3913043004303,0,4,0,nicht gefördert,nicht gefördert,14,9,0,0,0,0,0,0,,0,120,6179.6338659296,16,113,125,141
2001,4,20.59496567056708,363.8443935133518,0,1,0,nicht gefördert,nicht gefördert,130,0,0,0,0,0,0,0,,0,120,6179.6338659296,29,113,127,141
2001,,0,213.9588100220024,0,,,nicht gefördert,nicht gefördert,,62,4,0,0,0,0,0,,0,120,6179.6338659296,12,113,128,141
2001,21,5104.118992022209,10741.41876196021,0,124,2324,nicht gefördert,nicht gefördert,2370,97,13,0,0,0,0,0,,0,120,6179.6338659296,25,113,128,141
2001,23,1483.981693040306,4430.205948690874,0,36,165,nicht gefördert,nicht gefördert,458,193,23,0,0,0,0,0,,0,120,6179.6338659296,32,113,128,141
2001,40,2128.146452625265,10381.00686272528,0,58,570,nicht gefördert,nicht gefördert,583,116,17,0,0,0,0,0,,0,120,6179.6338659296,15,113,126,141
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,53,113,,
2001,,0,535.4691074347442,0,,,nicht gefördert,nicht gefördert,,6,0,0,0,0,0,0,,0,120,6179.6338659296,39,113,131,141
2001,14,1271.167047777779,5937.070936920698,0,66,249,nicht gefördert,nicht gefördert,285,702,46,0,0,0,0,0,,0,120,6179.6338659296,13,113,128,141
2001,,,,0,,0,nicht gefördert,nicht gefördert,128,0,0,0,0,0,0,0,,0,120,6179.6338659296,41,113,129,141
2001,1,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,52,113,126,141
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,47,113,,
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,54,113,,
2001,2,0,654.4622424202429,0,3,56,nicht gefördert,nicht gefördert,77,0,0,0,0,0,0,0,,0,120,6179.6338659296,36,113,131,141
2001,,,,,,,,,,,,0,0,0,0,0,,0,120,6179.6338659296,51,113,,
2001,24,1908.466818805883,5194.508008020808,0,68,3344,nicht gefördert,nicht gefördert,3448,7,2,0,0,0,0,0,,0,120,6179.6338659296,56,113,129,141
2001,,0,597.2540044464454,0,,0,nicht gefördert,nicht gefördert,3,5,0,0,0,0,0,0,,0,120,6179.6338659296,48,113,129,141
2001,3,0,907.3226542644275,0,4,66,nicht gefördert,nicht gefördert,170,0,0,0,0,0,0,0,,0,120,6179.6338659296,44,113,131,141
2001,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,7,113,131,141
2001,0,0,181.9221967566759,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,42,113,129,141
2001,6,267.7345537173721,1584.668191874189,0,13,410,nicht gefördert,nicht gefördert,1043,0,0,0,0,0,0,0,,0,120,6179.6338659296,22,113,131,141
2001,1,199.0846681488151,810.0686497089719,0,0,0,nicht gefördert,nicht gefördert,0,1,0,0,0,0,0,0,,0,120,6179.6338659296,40,113,126,141
2001,10,562.929061662167,1582.379862355237,0,29,456,nicht gefördert,nicht gefördert,504,0,0,0,0,0,0,0,,0,120,6179.6338659296,17,113,131,141
2001,6,122.4256292639265,1752.860411517154,0,15,197,nicht gefördert,nicht gefördert,520,0,0,0,0,0,0,0,,0,120,6179.6338659296,5,113,131,141
2001,0,,,0,1,,nicht gefördert,nicht gefördert,,1,0,0,0,0,0,0,,0,120,6179.6338659296,9,113,126,141
2001,0,0,37.75743706270632,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,14,113,127,141
2001,,0,151.0297482508253,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,38,113,129,141
2001,4,37.75743706270632,773.4553774057414,0,9,0,nicht gefördert,nicht gefördert,116,0,2,0,0,0,0,0,,0,120,6179.6338659296,27,113,131,141
2001,2,0,481.6933637393745,0,2,0,nicht gefördert,nicht gefördert,45,0,2,0,0,0,0,0,,0,120,6179.6338659296,18,113,131,141
2001,0,0,14.87414187318734,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6179.6338659296,6,113,126,141
2002,,,,,,,,,,,,0,0,0,0,0,,0,120,6993.227989262207,4,113,,
2002,,,,,,,,,,,,0,0,0,0,0,,0,120,6993.227989262207,35,113,,
2002,17,2961.625281443517,7797.96839538615,0,72,539,nicht gefördert,nicht gefördert,547,72,8,0,0,0,0,0,,0,120,6993.227989262207,15,113,126,141
2002,11,371.3318283517215,1654.62753909916,0,23,418,nicht gefördert,nicht gefördert,463,2,1,0,0,0,0,0,,0,120,6993.227989262207,17,113,131,141
2002,,12.41534988410011,32.73137696717301,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6993.227989262207,14,113,127,141
2002,,0,203.1602708307291,0,,,nicht gefördert,nicht gefördert,,52,3,0,0,0,0,0,,0,120,6993.227989262207,12,113,128,141
2002,0,0,505.643340734259,0,0,0,nicht gefördert,nicht gefördert,3,3,1,0,0,0,0,0,,0,120,6993.227989262207,48,113,129,141
2002,,,,,,,,,,,,0,0,0,0,0,,0,120,6993.227989262207,1,113,,
2002,,,,,,,,,,,,0,0,0,0,0,,0,120,6993.227989262207,8,113,,
2002,,0,230.248306941493,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6993.227989262207,10,113,131,141
2002,3,0,440.180586799913,0,0,0,nicht gefördert,nicht gefördert,43,0,2,0,0,0,0,0,,0,120,6993.227989262207,18,113,131,141
2002,19,6802.483068315579,8532.731374890622,0,131,2503,nicht gefördert,nicht gefördert,2542,166,16,0,0,0,0,0,,0,120,6993.227989262207,25,113,128,141
2002,,0,1.128668171281828,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6993.227989262207,6,113,126,141
2002,0,0,1.128668171281828,0,1,,nicht gefördert,nicht gefördert,,0,4,0,0,0,0,0,,0,120,6993.227989262207,7,113,131,141
2002,0,0,154.6275394656105,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,120,6993.227989262207,11,113,127,141
2002,14,1339.72911931153,4817.155755030843,0,73,248,nicht gefördert,nicht gefördert,277,728,52,0,0,0,0,0,,0,120,6993.227989262207,13,113,128,141
2002,4,167.0428893497106,874.7178327434169,0,7,445,nicht gefördert,nicht gefördert,485,0,0,0,0,0,0,0,,0,120,6993.227989262207,20,113,128,141
