Reputation,LuFid,EinheitlicheID,Exz_gefoerdert_FJ,Profs,Mitarbeiter,Drittmitteleinnahmen,Grundmittel,DiplBaMa,StudierendeGesamt,Zitationen,Publikationen,DM_DFG_Mittel,FoerderungPhase1
0,29,115,0,1,1,.0239986307495476,.1936653475129904,0,.1594,0,0,12.61243353618645,0
0,30,115,0,1,6.4000001,0,,,0,0,0,12.61243353618645,0
0,32,115,0,13,32.400002,.569921418025608,2.694144094471422,223.39999,.54340005,.16739999,.015600001,12.61243353618645,0
0,33,115,0,0,10,.1359839497892257,.1737418485206365,15,.015,0,0,12.61243353618645,0
0,34,115,0,4,7.4000001,.0429462301979115,1.673067117771733,11.8,.25,0,.00060000003,12.61243353618645,0
0,36,115,0,5.6,16.4,.336629276667875,1.076845578636481,386.20001,.38620001,.0044,.0027999999,12.61243353618645,0
0,37,115,0,17.8,87.800003,2.877053323858007,5.050445609965844,420.60001,.51440001,4.2283998,.1472,12.61243353618645,0
0,38,115,0,5.6,19,.1888893909560467,1.22544343622543,898.79999,.99859995,.081,.0092000002,12.61243353618645,0
0,39,115,0,11.8,57.599998,1.370733212888201,3.219284600363253,590.20001,.59020001,.82599998,.033599999,12.61243353618645,0
0,41,115,0,.6,6,0,.2238759719795967,,0,0,0,12.61243353618645,0
0,42,115,0,17,42.200001,.2968009434045429,3.738528162956455,1713.6,1.7135999,.0099999998,.001,12.61243353618645,0
0,44,115,0,5,15.8,.1741754453516493,1.339589429191118,378,.69499999,.049599998,.0108,12.61243353618645,0
0,45,115,0,3,9.3999996,.1265947582516694,.8476886120553029,207.2,.29679999,.049599998,.0108,12.61243353618645,0
0,46,115,0,.8,2.5999999,.007988116372833,.3391492566234793,,0,0,0,12.61243353618645,0
0,48,115,0,4.2,15.6,.1629961813672965,1.188180026786007,411,.41100001,.0082,.0026,12.61243353618645,0
0,49,115,0,6.6,46.799999,1.280228926817324,2.485200482693913,572.79999,.95140004,.00020000001,.00020000001,12.61243353618645,0
0,50,115,0,6,32.799999,.2812286154565328,1.672744795319383,263.79999,.35420001,0,0,12.61243353618645,0
0,53,115,0,1.4,6.5999999,.0190101591181057,.3585425480105202,263.39999,.26339999,.0274,.0061999997,12.61243353618645,0
0,56,115,0,11.8,79.400002,1.854393363293765,3.183918431943356,1612,1.612,.042199999,.003,12.61243353618645,0
0,3,116,0,2,3,.0358430949951878,.8191452228059698,236.2,.23619999,.00060000003,.001,16.78047183458999,0
0,4,116,0,2.2,3.5999999,.0185393593323396,.5856746176665707,7.4000001,.22400001,0,0,16.78047183458999,0
0,5,116,0,6.8,13.4,.0762733833072239,1.980778453962982,139,1.17,.0093999999,.0024000001,16.78047183458999,0
0,7,116,1,0,,0,.7470182554841857,,0,.0070000002,.003,16.78047183458999,0
0,10,116,0,3,7,.0438302209096783,.0037573361076456,227,.227,.0018,0,16.78047183458999,0
0,12,116,0,16.8,133.2,3.005139226708724,8.26424357529322,515.79999,.7762,7.1497998,.17860001,16.78047183458999,0
0,13,116,0,15,154.60001,3.317980475326127,7.557738835701813,545.59998,.75599998,5.6090002,.15899999,16.78047183458999,0
0,17,116,0,5.8,27.200001,.2808825865857297,1.487527623412683,490,.55419999,.031600002,.0038000001,16.78047183458999,0
0,18,116,0,1.6,2.2,.0556493317545434,.2986261320875954,11.4,.0614,.00080000004,.00080000004,16.78047183458999,0
0,19,116,0,0,,0,.0223204868126099,,0,.013,0,16.78047183458999,0
0,20,116,0,2,4,.0863025603072355,.6942751552883448,52.799999,.068999998,.015800001,.001,16.78047183458999,0
0,22,116,0,9.4,21,.4479995267473694,2.192517364137034,239.60001,1.7358,.0093999999,.0024000001,16.78047183458999,0
0,23,116,0,9.800000000000001,19,.2018600553055534,1.763544999087433,157.60001,.4208,.0122,.0014,16.78047183458999,0
0,25,116,0,0,,0,.0064492900600412,353.60001,.3536,.045400001,.003,16.78047183458999,0
0,27,116,0,12.8,19.799999,.1442258879243995,2.278314179590014,83,.3608,.00080000004,.00080000004,16.78047183458999,0
0,28,116,0,1,2,.0749759408281125,.037015254526237,225.2,.2252,.00080000004,0,16.78047183458999,0
0,29,116,0,5,3.2,.0925665772135229,.8640620460222588,156.39999,.18439999,.00020000001,0,16.78047183458999,0
0,32,116,0,15,45,.5375031476152613,3.222694912926529,215,1.189,.2448,.0272,16.78047183458999,0
0,33,116,0,0,,.0351388344664853,.1322089026511542,20.6,.0206,0,0,16.78047183458999,0
0,34,116,0,3,5.4000001,.1334495189699733,.5923886183541753,56.200001,.1258,.00040000002,.00020000001,16.78047183458999,0
1,35,116,0,5.2,59.200001,.9685750772004771,2.882211764978805,428,.428,.17639999,.0018,16.78047183458999,0
0,36,116,0,4.2,7.4000001,.2636004462646996,.6341463843038233,77.599998,.092399999,.0064000003,.00060000003,16.78047183458999,0
0,37,116,0,21,164.2,5.517598947119848,6.901194532809884,440.20001,.4524,6.0386,.21139999,16.78047183458999,0
0,38,116,0,4.4,7.5999999,.0411984617822696,.9133441342851336,425.20001,.42520002,.023200002,.0014,16.78047183458999,0
0,39,116,0,6,32.599998,.5286719981624557,1.704551167641001,445.60001,.4456,.63240004,.0284,16.78047183458999,0
